event_name,date,day,station,type,am_peak,midday,pm_peak,env,sum
2017 Inauguration,1/20/2017,Fri,Glenmont,Exit,169.0,804.0,1498.0,862.0,3333.0
2017 Inauguration,1/20/2017,Fri,Greenbelt,Entry,4310.0,1800.0,975.0,620.0,7705.0
2017 Inauguration,1/20/2017,Fri,Greenbelt,Exit,348.0,1883.0,2840.0,1440.0,6511.0
2017 Inauguration,1/20/2017,Fri,Greensboro,Entry,390.0,200.0,279.0,95.0,964.0
2017 Inauguration,1/20/2017,Fri,Greensboro,Exit,216.0,282.0,293.0,158.0,949.0
2017 Inauguration,1/20/2017,Fri,Grosvenor,Entry,1403.0,982.0,548.0,256.0,3189.0
2017 Inauguration,1/20/2017,Fri,Grosvenor,Exit,171.0,812.0,1317.0,747.0,3047.0
2017 Inauguration,1/20/2017,Fri,Huntington,Entry,3031.0,1505.0,811.0,360.0,5707.0
2017 Inauguration,1/20/2017,Fri,Huntington,Exit,302.0,1730.0,2196.0,1518.0,5746.0
2017 Inauguration,1/20/2017,Fri,Judiciary Square,Entry,939.0,11506.0,5256.0,529.0,18230.0
2017 Inauguration,1/20/2017,Fri,Judiciary Square,Exit,17811.0,7988.0,738.0,331.0,26868.0
2017 Inauguration,1/20/2017,Fri,King Street,Entry,3492.0,2012.0,1527.0,1012.0,8043.0
2017 Inauguration,1/20/2017,Fri,King Street,Exit,666.0,3072.0,3393.0,1588.0,8719.0
2017 Inauguration,1/20/2017,Fri,L'Enfant Plaza,Entry,2459.0,22514.0,16867.0,2215.0,44055.0
2017 Inauguration,1/20/2017,Fri,L'Enfant Plaza,Exit,16818.0,15696.0,2605.0,951.0,36070.0
2017 Inauguration,1/20/2017,Fri,Landover,Entry,380.0,236.0,104.0,68.0,788.0
2017 Inauguration,1/20/2017,Fri,Landover,Exit,67.0,173.0,284.0,272.0,796.0
2017 Inauguration,1/20/2017,Fri,Largo Town Center,Entry,1096.0,623.0,380.0,229.0,2328.0
2017 Inauguration,1/20/2017,Fri,Largo Town Center,Exit,183.0,650.0,920.0,616.0,2369.0
2017 Inauguration,1/20/2017,Fri,McLean,Entry,828.0,459.0,262.0,86.0,1635.0
2017 Inauguration,1/20/2017,Fri,McLean,Exit,183.0,375.0,692.0,259.0,1509.0
2017 Inauguration,1/20/2017,Fri,McPherson Sq.,Entry,1622.0,2539.0,7189.0,2446.0,13796.0
2017 Inauguration,1/20/2017,Fri,McPherson Sq.,Exit,2943.0,5464.0,2143.0,1063.0,11613.0
2017 Inauguration,1/20/2017,Fri,Medical Center,Entry,515.0,468.0,457.0,220.0,1660.0
2017 Inauguration,1/20/2017,Fri,Medical Center,Exit,300.0,505.0,481.0,266.0,1552.0
2017 Inauguration,1/20/2017,Fri,Metro Center,Entry,2518.0,7104.0,17666.0,5887.0,33175.0
2017 Inauguration,1/20/2017,Fri,Metro Center,Exit,9937.0,14546.0,4571.0,2317.0,31371.0
2017 Inauguration,1/20/2017,Fri,Minnesota Ave,Entry,441.0,406.0,234.0,135.0,1216.0
2017 Inauguration,1/20/2017,Fri,Minnesota Ave,Exit,147.0,352.0,456.0,333.0,1288.0
2017 Inauguration,1/20/2017,Fri,Morgan Boulevard,Entry,331.0,301.0,127.0,74.0,833.0
2017 Inauguration,1/20/2017,Fri,Morgan Boulevard,Exit,104.0,178.0,265.0,235.0,782.0
2017 Inauguration,1/20/2017,Fri,Mt. Vernon Sq.-UDC,Entry,5.0,0.0,3.0,3.0,11.0
2017 Inauguration,1/20/2017,Fri,Mt. Vernon Sq.-UDC,Exit,5.0,1.0,3.0,3.0,12.0
2017 Inauguration,1/20/2017,Fri,Nation Airport,Entry,2053.0,4959.0,3879.0,3131.0,14022.0
2017 Inauguration,1/20/2017,Fri,Nation Airport,Exit,1820.0,2838.0,2245.0,682.0,7585.0
2017 Inauguration,1/20/2017,Fri,Navy Yard,Entry,1023.0,1214.0,1072.0,667.0,3976.0
2017 Inauguration,1/20/2017,Fri,Navy Yard,Exit,562.0,920.0,1194.0,884.0,3560.0
2017 Inauguration,1/20/2017,Fri,Naylor Road,Entry,660.0,386.0,263.0,118.0,1427.0
2017 Inauguration,1/20/2017,Fri,Naylor Road,Exit,151.0,286.0,580.0,401.0,1418.0
2017 Inauguration,1/20/2017,Fri,New Carrolton,Entry,4451.0,1667.0,708.0,395.0,7221.0
2017 Inauguration,1/20/2017,Fri,New Carrolton,Exit,342.0,2050.0,3060.0,1275.0,6727.0
2017 Inauguration,1/20/2017,Fri,New York Avenue,Entry,1330.0,1318.0,1110.0,734.0,4492.0
2017 Inauguration,1/20/2017,Fri,New York Avenue,Exit,549.0,1173.0,1821.0,1134.0,4677.0
2017 Inauguration,1/20/2017,Fri,Pentagon,Entry,0.0,3.0,1.0,0.0,4.0
2017 Inauguration,1/20/2017,Fri,Pentagon,Exit,0.0,4.0,1.0,0.0,5.0
2017 Inauguration,1/20/2017,Fri,Pentagon City,Entry,5830.0,4188.0,2678.0,1567.0,14263.0
2017 Inauguration,1/20/2017,Fri,Pentagon City,Exit,726.0,5124.0,5341.0,2377.0,13568.0
2017 Inauguration,1/20/2017,Fri,Potomac Ave,Entry,768.0,722.0,376.0,217.0,2083.0
2017 Inauguration,1/20/2017,Fri,Potomac Ave,Exit,146.0,542.0,792.0,599.0,2079.0
2017 Inauguration,1/20/2017,Fri,Prince Georges Plaza,Entry,1015.0,867.0,667.0,409.0,2958.0
2017 Inauguration,1/20/2017,Fri,Prince Georges Plaza,Exit,282.0,769.0,1098.0,789.0,2938.0
2017 Inauguration,1/20/2017,Fri,Rhode Island Ave.,Entry,1090.0,1137.0,768.0,342.0,3337.0
2017 Inauguration,1/20/2017,Fri,Rhode Island Ave.,Exit,371.0,875.0,1248.0,766.0,3260.0
2017 Inauguration,1/20/2017,Fri,Rockville,Entry,1279.0,790.0,758.0,374.0,3201.0
2017 Inauguration,1/20/2017,Fri,Rockville,Exit,392.0,773.0,1158.0,713.0,3036.0
2017 Inauguration,1/20/2017,Fri,Rosslyn,Entry,3863.0,2419.0,1958.0,977.0,9217.0
2017 Inauguration,1/20/2017,Fri,Rosslyn,Exit,926.0,2929.0,2957.0,1627.0,8439.0
2017 Inauguration,1/20/2017,Fri,Shady Grove,Entry,6352.0,2197.0,1134.0,567.0,10250.0
2017 Inauguration,1/20/2017,Fri,Shady Grove,Exit,498.0,2399.0,4415.0,2387.0,9699.0
2017 Inauguration,1/20/2017,Fri,Shaw-Howard Univ,Entry,895.0,1325.0,1191.0,889.0,4300.0
2017 Inauguration,1/20/2017,Fri,Shaw-Howard Univ,Exit,495.0,1528.0,1784.0,1299.0,5106.0
2017 Inauguration,1/20/2017,Fri,Silver Spring,Entry,3386.0,2440.0,1830.0,1074.0,8730.0
2017 Inauguration,1/20/2017,Fri,Silver Spring,Exit,868.0,2557.0,3373.0,1993.0,8791.0
2017 Inauguration,1/20/2017,Fri,Smithsonian,Entry,1.0,2.0,1.0,1.0,5.0
2017 Inauguration,1/20/2017,Fri,Smithsonian,Exit,2.0,2.0,1.0,2.0,7.0
2017 Inauguration,1/20/2017,Fri,Southern Avenue,Entry,1183.0,746.0,392.0,238.0,2559.0
2017 Inauguration,1/20/2017,Fri,Southern Avenue,Exit,242.0,440.0,1041.0,625.0,2348.0
2017 Inauguration,1/20/2017,Fri,Spring Hill,Entry,643.0,294.0,278.0,136.0,1351.0
2017 Inauguration,1/20/2017,Fri,Spring Hill,Exit,188.0,403.0,428.0,342.0,1361.0
2017 Inauguration,1/20/2017,Fri,Stadium Armory,Entry,1373.0,860.0,349.0,211.0,2793.0
2017 Inauguration,1/20/2017,Fri,Stadium Armory,Exit,183.0,915.0,2052.0,390.0,3540.0
2017 Inauguration,1/20/2017,Fri,Suitland,Entry,1209.0,604.0,367.0,186.0,2366.0
2017 Inauguration,1/20/2017,Fri,Suitland,Exit,208.0,389.0,936.0,662.0,2195.0
2017 Inauguration,1/20/2017,Fri,Takoma,Entry,1210.0,1167.0,573.0,344.0,3294.0
2017 Inauguration,1/20/2017,Fri,Takoma,Exit,234.0,801.0,1415.0,939.0,3389.0
2017 Inauguration,1/20/2017,Fri,Tenleytown,Entry,1630.0,1869.0,1087.0,693.0,5279.0
2017 Inauguration,1/20/2017,Fri,Tenleytown,Exit,493.0,2163.0,2330.0,1146.0,6132.0
2017 Inauguration,1/20/2017,Fri,Twinbrook,Entry,1142.0,710.0,515.0,246.0,2613.0
2017 Inauguration,1/20/2017,Fri,Twinbrook,Exit,273.0,630.0,1029.0,634.0,2566.0
2017 Inauguration,1/20/2017,Fri,Tysons,Entry,1183.0,755.0,1127.0,606.0,3671.0
2017 Inauguration,1/20/2017,Fri,Tysons,Exit,529.0,1444.0,1380.0,647.0,4000.0
2017 Inauguration,1/20/2017,Fri,U Street-Cardozo,Entry,911.0,1295.0,1377.0,1940.0,5523.0
2017 Inauguration,1/20/2017,Fri,U Street-Cardozo,Exit,530.0,1860.0,2404.0,1974.0,6768.0
2017 Inauguration,1/20/2017,Fri,Union Station,Entry,2480.0,12231.0,8521.0,5248.0,28480.0
2017 Inauguration,1/20/2017,Fri,Union Station,Exit,10459.0,9757.0,5463.0,2024.0,27703.0
2017 Inauguration,1/20/2017,Fri,Van Dorn Street,Entry,1306.0,609.0,329.0,131.0,2375.0
2017 Inauguration,1/20/2017,Fri,Van Dorn Street,Exit,205.0,592.0,959.0,597.0,2353.0
2017 Inauguration,1/20/2017,Fri,Van Ness,Entry,969.0,1179.0,799.0,447.0,3394.0
2017 Inauguration,1/20/2017,Fri,Van Ness,Exit,320.0,1036.0,1295.0,835.0,3486.0
2017 Inauguration,1/20/2017,Fri,Vienna,Entry,6363.0,2190.0,884.0,362.0,9799.0
2017 Inauguration,1/20/2017,Fri,Vienna,Exit,338.0,2796.0,4392.0,2082.0,9608.0
2017 Inauguration,1/20/2017,Fri,Virginia Square,Entry,757.0,645.0,393.0,263.0,2058.0
2017 Inauguration,1/20/2017,Fri,Virginia Square,Exit,137.0,585.0,758.0,464.0,1944.0
2017 Inauguration,1/20/2017,Fri,Waterfront,Entry,714.0,1489.0,856.0,678.0,3737.0
2017 Inauguration,1/20/2017,Fri,Waterfront,Exit,304.0,715.0,1055.0,865.0,2939.0
2017 Inauguration,1/20/2017,Fri,West Falls Church,Entry,827.0,613.0,183.0,111.0,1734.0
2017 Inauguration,1/20/2017,Fri,West Falls Church,Exit,78.0,467.0,769.0,417.0,1731.0
2017 Inauguration,1/20/2017,Fri,West Hyattsville,Entry,1112.0,711.0,471.0,161.0,2455.0
2017 Inauguration,1/20/2017,Fri,West Hyattsville,Exit,185.0,468.0,822.0,735.0,2210.0
2017 Inauguration,1/20/2017,Fri,Wheaton,Entry,835.0,748.0,559.0,341.0,2483.0
2017 Inauguration,1/20/2017,Fri,Wheaton,Exit,219.0,682.0,992.0,567.0,2460.0
2017 Inauguration,1/20/2017,Fri,White Flint,Entry,956.0,553.0,458.0,190.0,2157.0
2017 Inauguration,1/20/2017,Fri,White Flint,Exit,261.0,634.0,781.0,394.0,2070.0
2017 Inauguration,1/20/2017,Fri,Wiehle Ave,Entry,5124.0,2163.0,1307.0,516.0,9110.0
2017 Inauguration,1/20/2017,Fri,Wiehle Ave,Exit,497.0,2221.0,3920.0,2106.0,8744.0
2017 Inauguration,1/20/2017,Fri,Woodley Park-Zoo,Entry,1731.0,1457.0,1409.0,818.0,5415.0
2017 Inauguration,1/20/2017,Fri,Woodley Park-Zoo,Exit,407.0,2293.0,2544.0,1455.0,6699.0
2017 Women's March,1/21/2017,Sat,Addison Road,Entry,432.0,601.0,191.0,135.0,1359.0
2017 Women's March,1/21/2017,Sat,Addison Road,Exit,86.0,277.0,574.0,426.0,1363.0
2017 Women's March,1/21/2017,Sat,Anacostia,Entry,987.0,1799.0,561.0,332.0,3679.0
2017 Women's March,1/21/2017,Sat,Anacostia,Exit,228.0,810.0,1419.0,887.0,3344.0
2017 Women's March,1/21/2017,Sat,Archives-Navy Memorial,Entry,136.0,28.0,255.0,1259.0,1678.0
2017 Women's March,1/21/2017,Sat,Archives-Navy Memorial,Exit,6066.0,4537.0,231.0,244.0,11078.0
2017 Women's March,1/21/2017,Sat,Arlington Cemetery,Entry,42.0,1720.0,2948.0,0.0,4710.0
2017 Women's March,1/21/2017,Sat,Arlington Cemetery,Exit,181.0,2451.0,543.0,0.0,3175.0
2017 Women's March,1/21/2017,Sat,Ballston,Entry,3906.0,4360.0,771.0,549.0,9586.0
2017 Women's March,1/21/2017,Sat,Ballston,Exit,494.0,1995.0,5034.0,1420.0,8943.0
2017 Women's March,1/21/2017,Sat,Benning Road,Entry,410.0,735.0,276.0,144.0,1565.0
2017 Women's March,1/21/2017,Sat,Benning Road,Exit,100.0,228.0,620.0,373.0,1321.0
2017 Women's March,1/21/2017,Sat,Bethesda,Entry,5133.0,6881.0,851.0,793.0,13658.0
2017 Women's March,1/21/2017,Sat,Bethesda,Exit,273.0,2866.0,9695.0,1706.0,14540.0
2017 Women's March,1/21/2017,Sat,Braddock Road,Entry,4512.0,2114.0,280.0,175.0,7081.0
2017 Women's March,1/21/2017,Sat,Braddock Road,Exit,124.0,1364.0,4789.0,1101.0,7378.0
2017 Women's March,1/21/2017,Sat,Branch Avenue,Entry,2731.0,2354.0,276.0,123.0,5484.0
2017 Women's March,1/21/2017,Sat,Branch Avenue,Exit,136.0,849.0,3248.0,1093.0,5326.0
2017 Women's March,1/21/2017,Sat,Brookland-CUA,Entry,1809.0,3175.0,739.0,433.0,6156.0
2017 Women's March,1/21/2017,Sat,Brookland-CUA,Exit,185.0,1230.0,3151.0,760.0,5326.0
2017 Women's March,1/21/2017,Sat,Capital South,Entry,142.0,3884.0,7370.0,470.0,11866.0
2017 Women's March,1/21/2017,Sat,Capital South,Exit,9907.0,17375.0,960.0,209.0,28451.0
2017 Women's March,1/21/2017,Sat,Capitol Heights,Entry,288.0,433.0,136.0,75.0,932.0
2017 Women's March,1/21/2017,Sat,Capitol Heights,Exit,39.0,131.0,395.0,272.0,837.0
2017 Women's March,1/21/2017,Sat,Cheverly,Entry,629.0,1072.0,55.0,25.0,1781.0
2017 Women's March,1/21/2017,Sat,Cheverly,Exit,36.0,340.0,978.0,208.0,1562.0
2017 Women's March,1/21/2017,Sat,Clarendon,Entry,1719.0,1500.0,500.0,554.0,4273.0
2017 Women's March,1/21/2017,Sat,Clarendon,Exit,499.0,1443.0,2661.0,699.0,5302.0
2017 Women's March,1/21/2017,Sat,Cleveland Park,Entry,2693.0,2951.0,664.0,605.0,6913.0
2017 Women's March,1/21/2017,Sat,Cleveland Park,Exit,227.0,1365.0,2862.0,577.0,5031.0
2017 Women's March,1/21/2017,Sat,College Park-U of Md,Entry,3627.0,4650.0,300.0,161.0,8738.0
2017 Women's March,1/21/2017,Sat,College Park-U of Md,Exit,103.0,1045.0,5245.0,1807.0,8200.0
2017 Women's March,1/21/2017,Sat,Columbia Heights,Entry,5764.0,7002.0,2156.0,1721.0,16643.0
2017 Women's March,1/21/2017,Sat,Columbia Heights,Exit,692.0,3554.0,5007.0,1902.0,11155.0
2017 Women's March,1/21/2017,Sat,Congress Heights,Entry,268.0,486.0,234.0,116.0,1104.0
2017 Women's March,1/21/2017,Sat,Congress Heights,Exit,70.0,204.0,346.0,283.0,903.0
2017 Women's March,1/21/2017,Sat,Court House,Entry,2880.0,3392.0,560.0,335.0,7167.0
2017 Women's March,1/21/2017,Sat,Court House,Exit,612.0,1818.0,2697.0,808.0,5935.0
2017 Women's March,1/21/2017,Sat,Crystal City,Entry,4574.0,4742.0,950.0,587.0,10853.0
2017 Women's March,1/21/2017,Sat,Crystal City,Exit,253.0,2077.0,5671.0,1386.0,9387.0
2017 Women's March,1/21/2017,Sat,Deanwood,Entry,196.0,471.0,108.0,60.0,835.0
2017 Women's March,1/21/2017,Sat,Deanwood,Exit,34.0,135.0,323.0,167.0,659.0
2017 Women's March,1/21/2017,Sat,Dunn Loring,Entry,3550.0,3123.0,240.0,147.0,7060.0
2017 Women's March,1/21/2017,Sat,Dunn Loring,Exit,78.0,875.0,4395.0,1114.0,6462.0
2017 Women's March,1/21/2017,Sat,Dupont Circle,Entry,3756.0,5097.0,11663.0,5274.0,25790.0
2017 Women's March,1/21/2017,Sat,Dupont Circle,Exit,1966.0,4316.0,4650.0,1606.0,12538.0
2017 Women's March,1/21/2017,Sat,East Falls Church,Entry,4446.0,3659.0,314.0,161.0,8580.0
2017 Women's March,1/21/2017,Sat,East Falls Church,Exit,123.0,1319.0,5649.0,1110.0,8201.0
2017 Women's March,1/21/2017,Sat,Eastern Market,Entry,506.0,1501.0,3930.0,1418.0,7355.0
2017 Women's March,1/21/2017,Sat,Eastern Market,Exit,2584.0,3682.0,3257.0,531.0,10054.0
2017 Women's March,1/21/2017,Sat,Eisenhower,Entry,1509.0,1284.0,155.0,129.0,3077.0
2017 Women's March,1/21/2017,Sat,Eisenhower,Exit,35.0,393.0,1600.0,419.0,2447.0
2017 Women's March,1/21/2017,Sat,Farragut North,Entry,551.0,5628.0,23490.0,2014.0,31683.0
2017 Women's March,1/21/2017,Sat,Farragut North,Exit,1390.0,2466.0,2472.0,487.0,6815.0
2017 Women's March,1/21/2017,Sat,Farragut West,Entry,970.0,4904.0,10778.0,2084.0,18736.0
2017 Women's March,1/21/2017,Sat,Farragut West,Exit,854.0,2239.0,1195.0,526.0,4814.0
2017 Women's March,1/21/2017,Sat,Federal Center,Entry,80.0,4874.0,7848.0,201.0,13003.0
2017 Women's March,1/21/2017,Sat,Federal Center,Exit,10832.0,20507.0,293.0,101.0,31733.0
2017 Women's March,1/21/2017,Sat,Federal Triangle,Entry,3.0,6222.0,19027.0,841.0,26093.0
2017 Women's March,1/21/2017,Sat,Federal Triangle,Exit,45.0,6630.0,356.0,165.0,7196.0
2017 Women's March,1/21/2017,Sat,Foggy Bottom,Entry,3120.0,5328.0,11900.0,3495.0,23843.0
2017 Women's March,1/21/2017,Sat,Foggy Bottom,Exit,1816.0,4322.0,3415.0,1080.0,10633.0
2017 Women's March,1/21/2017,Sat,Forest Glen,Entry,3752.0,2447.0,108.0,93.0,6400.0
2017 Women's March,1/21/2017,Sat,Forest Glen,Exit,44.0,845.0,3973.0,678.0,5540.0
2017 Women's March,1/21/2017,Sat,Fort Totten Red,Entry,2654.0,2944.0,833.0,441.0,6872.0
2017 Women's March,1/21/2017,Sat,Fort Totten Red,Exit,313.0,1133.0,3636.0,1690.0,6772.0
2017 Women's March,1/21/2017,Sat,Franconia-Springfield,Entry,8500.0,8972.0,441.0,230.0,18143.0
2017 Women's March,1/21/2017,Sat,Franconia-Springfield,Exit,178.0,1565.0,11861.0,4233.0,17837.0
2017 Women's March,1/21/2017,Sat,Friendship Heights,Entry,6526.0,6727.0,1110.0,803.0,15166.0
2017 Women's March,1/21/2017,Sat,Friendship Heights,Exit,236.0,2960.0,7683.0,1296.0,12175.0
2017 Women's March,1/21/2017,Sat,Gallery Place,Entry,724.0,13950.0,39096.0,8233.0,62003.0
2017 Women's March,1/21/2017,Sat,Gallery Place,Exit,11176.0,38802.0,3861.0,2058.0,55897.0
2017 Women's March,1/21/2017,Sat,Georgia Ave-Petworth,Entry,2505.0,3492.0,732.0,570.0,7299.0
2017 Women's March,1/21/2017,Sat,Georgia Ave-Petworth,Exit,245.0,1187.0,2835.0,1371.0,5638.0
2017 Women's March,1/21/2017,Sat,Glenmont,Entry,7166.0,4548.0,279.0,163.0,12156.0
2017 Women's March,1/21/2017,Sat,Glenmont,Exit,85.0,1503.0,7244.0,1547.0,10379.0
2017 Women's March,1/21/2017,Sat,Greenbelt,Entry,9560.0,9074.0,482.0,228.0,19344.0
2017 Women's March,1/21/2017,Sat,Greenbelt,Exit,156.0,1713.0,11959.0,4918.0,18746.0
2017 Women's March,1/21/2017,Sat,Greensboro,Entry,708.0,543.0,78.0,55.0,1384.0
2017 Women's March,1/21/2017,Sat,Greensboro,Exit,33.0,185.0,677.0,180.0,1075.0
2017 Women's March,1/21/2017,Sat,Grosvenor,Entry,5688.0,3882.0,252.0,226.0,10048.0
2017 Women's March,1/21/2017,Sat,Grosvenor,Exit,65.0,1591.0,5893.0,1279.0,8828.0
2017 Women's March,1/21/2017,Sat,Huntington,Entry,6996.0,4470.0,682.0,279.0,12427.0
2017 Women's March,1/21/2017,Sat,Huntington,Exit,169.0,1559.0,7279.0,1995.0,11002.0
2017 Women's March,1/21/2017,Sat,Judiciary Square,Entry,63.0,5354.0,9968.0,358.0,15743.0
2017 Women's March,1/21/2017,Sat,Judiciary Square,Exit,16733.0,32399.0,626.0,110.0,49868.0
2017 Women's March,1/21/2017,Sat,King Street,Entry,5544.0,5105.0,1057.0,733.0,12439.0
2017 Women's March,1/21/2017,Sat,King Street,Exit,284.0,2089.0,7649.0,1816.0,11838.0
2017 Women's March,1/21/2017,Sat,L'Enfant Plaza,Entry,279.0,19445.0,25206.0,916.0,45846.0
2017 Women's March,1/21/2017,Sat,L'Enfant Plaza,Exit,36190.0,60727.0,1548.0,423.0,98888.0
2017 Women's March,1/21/2017,Sat,Landover,Entry,979.0,3470.0,89.0,51.0,4589.0
2017 Women's March,1/21/2017,Sat,Landover,Exit,40.0,517.0,3626.0,508.0,4691.0
2017 Women's March,1/21/2017,Sat,Largo Town Center,Entry,2508.0,2700.0,360.0,325.0,5893.0
2017 Women's March,1/21/2017,Sat,Largo Town Center,Exit,128.0,882.0,3920.0,888.0,5818.0
2017 Women's March,1/21/2017,Sat,McLean,Entry,1322.0,1100.0,108.0,48.0,2578.0
2017 Women's March,1/21/2017,Sat,McLean,Exit,62.0,396.0,1489.0,399.0,2346.0
2017 Women's March,1/21/2017,Sat,McPherson Sq.,Entry,1244.0,3840.0,10553.0,2530.0,18167.0
2017 Women's March,1/21/2017,Sat,McPherson Sq.,Exit,1240.0,3157.0,854.0,552.0,5803.0
2017 Women's March,1/21/2017,Sat,Medical Center,Entry,1328.0,1741.0,188.0,140.0,3397.0
2017 Women's March,1/21/2017,Sat,Medical Center,Exit,104.0,515.0,1531.0,238.0,2388.0
2017 Women's March,1/21/2017,Sat,Metro Center,Entry,887.0,14207.0,48770.0,5728.0,69592.0
2017 Women's March,1/21/2017,Sat,Metro Center,Exit,5588.0,18601.0,3682.0,1058.0,28929.0
2017 Women's March,1/21/2017,Sat,Minnesota Ave,Entry,396.0,707.0,239.0,137.0,1479.0
2017 Women's March,1/21/2017,Sat,Minnesota Ave,Exit,96.0,292.0,505.0,300.0,1193.0
2017 Women's March,1/21/2017,Sat,Morgan Boulevard,Entry,341.0,891.0,95.0,52.0,1379.0
2017 Women's March,1/21/2017,Sat,Morgan Boulevard,Exit,48.0,234.0,790.0,237.0,1309.0
2017 Women's March,1/21/2017,Sat,Mt. Vernon Sq.-UDC,Entry,594.0,944.0,8065.0,1011.0,10614.0
2017 Women's March,1/21/2017,Sat,Mt. Vernon Sq.-UDC,Exit,816.0,3514.0,610.0,615.0,5555.0
2017 Women's March,1/21/2017,Sat,Nation Airport,Entry,1680.0,3487.0,1308.0,896.0,7371.0
2017 Women's March,1/21/2017,Sat,Nation Airport,Exit,899.0,1965.0,2157.0,343.0,5364.0
2017 Women's March,1/21/2017,Sat,Navy Yard,Entry,1116.0,1456.0,1080.0,515.0,4167.0
2017 Women's March,1/21/2017,Sat,Navy Yard,Exit,685.0,1168.0,1715.0,523.0,4091.0
2017 Women's March,1/21/2017,Sat,Naylor Road,Entry,480.0,602.0,212.0,141.0,1435.0
2017 Women's March,1/21/2017,Sat,Naylor Road,Exit,105.0,287.0,568.0,330.0,1290.0
2017 Women's March,1/21/2017,Sat,New Carrolton,Entry,10973.0,8140.0,412.0,227.0,19752.0
2017 Women's March,1/21/2017,Sat,New Carrolton,Exit,134.0,2519.0,13672.0,2772.0,19097.0
2017 Women's March,1/21/2017,Sat,New York Avenue,Entry,1441.0,1835.0,1296.0,625.0,5197.0
2017 Women's March,1/21/2017,Sat,New York Avenue,Exit,638.0,1110.0,2151.0,762.0,4661.0
2017 Women's March,1/21/2017,Sat,Pentagon,Entry,1050.0,1472.0,449.0,158.0,3129.0
2017 Women's March,1/21/2017,Sat,Pentagon,Exit,100.0,860.0,1207.0,313.0,2480.0
2017 Women's March,1/21/2017,Sat,Pentagon City,Entry,4240.0,4731.0,2127.0,1261.0,12359.0
2017 Women's March,1/21/2017,Sat,Pentagon City,Exit,306.0,3989.0,8306.0,1574.0,14175.0
2017 Women's March,1/21/2017,Sat,Potomac Ave,Entry,590.0,1199.0,528.0,276.0,2593.0
2017 Women's March,1/21/2017,Sat,Potomac Ave,Exit,240.0,597.0,1287.0,488.0,2612.0
2017 Women's March,1/21/2017,Sat,Prince Georges Plaza,Entry,2221.0,3301.0,698.0,373.0,6593.0
2017 Women's March,1/21/2017,Sat,Prince Georges Plaza,Exit,143.0,1134.0,3152.0,1196.0,5625.0
2017 Women's March,1/21/2017,Sat,Rhode Island Ave.,Entry,1243.0,1985.0,643.0,342.0,4213.0
2017 Women's March,1/21/2017,Sat,Rhode Island Ave.,Exit,263.0,907.0,1697.0,681.0,3548.0
2017 Women's March,1/21/2017,Sat,Rockville,Entry,3534.0,2828.0,409.0,207.0,6978.0
2017 Women's March,1/21/2017,Sat,Rockville,Exit,100.0,954.0,4514.0,1209.0,6777.0
2017 Women's March,1/21/2017,Sat,Rosslyn,Entry,5039.0,5859.0,1790.0,842.0,13530.0
2017 Women's March,1/21/2017,Sat,Rosslyn,Exit,562.0,3120.0,5620.0,1448.0,10750.0
2017 Women's March,1/21/2017,Sat,Shady Grove,Entry,12558.0,9955.0,606.0,346.0,23465.0
2017 Women's March,1/21/2017,Sat,Shady Grove,Exit,194.0,2351.0,16679.0,4268.0,23492.0
2017 Women's March,1/21/2017,Sat,Shaw-Howard Univ,Entry,1432.0,2397.0,1664.0,822.0,6315.0
2017 Women's March,1/21/2017,Sat,Shaw-Howard Univ,Exit,587.0,2081.0,1627.0,622.0,4917.0
2017 Women's March,1/21/2017,Sat,Silver Spring,Entry,9585.0,10101.0,1260.0,967.0,21913.0
2017 Women's March,1/21/2017,Sat,Silver Spring,Exit,417.0,3748.0,14325.0,2654.0,21144.0
2017 Women's March,1/21/2017,Sat,Smithsonian,Entry,101.0,12168.0,18912.0,532.0,31713.0
2017 Women's March,1/21/2017,Sat,Smithsonian,Exit,3686.0,34657.0,1146.0,132.0,39621.0
2017 Women's March,1/21/2017,Sat,Southern Avenue,Entry,762.0,1008.0,358.0,198.0,2326.0
2017 Women's March,1/21/2017,Sat,Southern Avenue,Exit,162.0,494.0,944.0,580.0,2180.0
2017 Women's March,1/21/2017,Sat,Spring Hill,Entry,1266.0,968.0,137.0,90.0,2461.0
2017 Women's March,1/21/2017,Sat,Spring Hill,Exit,60.0,271.0,1123.0,387.0,1841.0
2017 Women's March,1/21/2017,Sat,Stadium Armory,Entry,6161.0,7802.0,763.0,281.0,15007.0
2017 Women's March,1/21/2017,Sat,Stadium Armory,Exit,311.0,1939.0,18306.0,1291.0,21847.0
2017 Women's March,1/21/2017,Sat,Suitland,Entry,983.0,1083.0,308.0,167.0,2541.0
2017 Women's March,1/21/2017,Sat,Suitland,Exit,120.0,454.0,1236.0,611.0,2421.0
2017 Women's March,1/21/2017,Sat,Takoma,Entry,5042.0,5321.0,424.0,281.0,11068.0
2017 Women's March,1/21/2017,Sat,Takoma,Exit,100.0,1835.0,6936.0,1212.0,10083.0
2017 Women's March,1/21/2017,Sat,Tenleytown,Entry,4450.0,5607.0,808.0,589.0,11454.0
2017 Women's March,1/21/2017,Sat,Tenleytown,Exit,287.0,2284.0,6199.0,978.0,9748.0
2017 Women's March,1/21/2017,Sat,Twinbrook,Entry,2046.0,1958.0,343.0,208.0,4555.0
